,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
347,OPERATIONAL,"{'location': {'lat': 45.4110691, 'lng': 11.9024888}, 'viewport': {'northeast': {'lat': 45.4124135802915, 'lng': 11.9037609302915}, 'southwest': {'lat': 45.4097156197085, 'lng': 11.9010629697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizza Sprint,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108596373668509885032"">Chabrey Bayekola</a>'], 'photo_reference': 'ATKogpcnASjAtYWVVjsDTyh4IyYzMNmBSXTgw17rtt34YoPnM5nRIZ_4m1LDoygQSTm0FANJteevIzl6AWpRXY_9Z2YqNM59jt6EjvUzKpa6ImDzL1noiYS-G9voGeNZcfYlmCqweGV0Y-2uiBurZ4GvU8WrdVHGoioTtbYwWd3WOTyJP_BgoBjOX3VVp4-PzW9h_csXo-JDep0zrptDbEg8L255EpcVW1tehQwy7T-d-FGFgbDAKASoP-UxeFcOsiqz9wH9tqEOeu2e53I6cOW68aP-8Fwzer4b-nBJ3fODEIHVMHu5VbxVTZkcnbkarNnFrbx6j6doDp3KAppXQcNRFUjABefp5qm-QoCkGWPgudCDSMPYcwURoKvJ3pWvy_vvvFwh19weHfya1CQdSrOlIb9Ye6a8eVG498qyiLRuDzfyLxM0_aGt0IITUJafFLicspbuh2yA5IUvCrAN9XrC_Tt4_POicy2KCKpjPuzWuOpkDLxG_v1qKuYFva5jPiuwRnKO-FdTGt7_mwigcouJ5YIsMhI3Rz0FEnqXCyXFm0CkM_y9WLgmVhfDh7TpV2wANRoI3p9PF1bJPvU44N_gjJHrh655Fh9HW2P9I6KiVMkfWFpIT6QIS6-mpz_Jaz8DAJL1jA', 'width': 3024}]",ChIJ83sfle3afkcRpx-A3T8IKuo,"{'compound_code': 'CW62+CX Padua, Province of Padua, Italy', 'global_code': '8FQHCW62+CX'}",4.6,ChIJ83sfle3afkcRpx-A3T8IKuo,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",176.0,"Via Antonio Grassi, 22, Padova",1.0,
348,OPERATIONAL,"{'location': {'lat': 45.4078612, 'lng': 11.9047254}, 'viewport': {'northeast': {'lat': 45.40913458029149, 'lng': 11.9060333302915}, 'southwest': {'lat': 45.40643661970849, 'lng': 11.9033353697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Raj Darbar,,"[{'height': 878, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116380113555295883454"">Raj Darbar</a>'], 'photo_reference': 'ATKogpem8Lv-C_jTDAMSo294GYoJdsXqw8He1VpTAje1E5PcZhUxRo-TFlw0zmkMmaEwpk5hSs4-MPKcNi7hVLjRzH2Gib4nBmqt7dCXVpv4Llwc07YI3jfpacU3lu5j5A2vzjRKn7q8laYCIJZtjk3VvOP7cH0Ce5RSXcuxOJWxswcmY_Dk8KdlmpKzYF3-cRdqDZggca6POJlfZ7nFFD0yaIMSUf4GegpqqaG3xqx75hAOJRe5frd57iUlFw4pm1xWPTsEEcF-e_u6SYoe6XE_ZDDOUVVPOuMvhrDcqKCOeYBhefB_iUgc7tsNEDVLJ04L063WrJ0lpXI', 'width': 1080}]",ChIJCb792-7afkcRGMTlc2H-xJ4,"{'compound_code': 'CW53+4V Padua, Province of Padua, Italy', 'global_code': '8FQHCW53+4V'}",3.8,ChIJCb792-7afkcRGMTlc2H-xJ4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",122.0,"Via Domenico Turazza, 27, Padova",2.0,
349,OPERATIONAL,"{'location': {'lat': 45.4108601, 'lng': 11.9068445}, 'viewport': {'northeast': {'lat': 45.41214103029149, 'lng': 11.9080289302915}, 'southwest': {'lat': 45.40944306970849, 'lng': 11.9053309697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ginza Padova,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101701637761969087175"">Ginza Padova</a>'], 'photo_reference': 'ATKogpd4Ch-09pvEU5F30Afr7xbXXz-M-5quxo6HO8oQvhwTznCImVghJmR1HqA7aOF_2W8QtpAV9HScQPN6easZgkaYou4vFbIxNiOFlLjXLaAzWU8Dp6LYeXiDHOCCchAqPTLAshTqIorUsmjaDKeP7gVsyAcFW_-6S3_GRV8VMlLrzbWxCc0hyVFMAYmvXwfJqKdq6glvJGVPyONYgAWj4DLa0TS4hpBZJVB0f4l7797H1lgkfvvdy7OqnkJwf0poi_hgvpF2SAtKE1NVmUsKzqDeTTWlSe3IxcAetjgCq2rD6yNup2BO9SCrODUfMJZY5IB9gXJG2cg', 'width': 6240}]",ChIJr5eDc-zafkcRVK3dPlugkus,"{'compound_code': 'CW64+8P Padua, Province of Padua, Italy', 'global_code': '8FQHCW64+8P'}",4.2,ChIJr5eDc-zafkcRVK3dPlugkus,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3178.0,"Via Venezia, 61, Padova",2.0,
350,OPERATIONAL,"{'location': {'lat': 45.4098848, 'lng': 11.9074956}, 'viewport': {'northeast': {'lat': 45.4113487302915, 'lng': 11.9089534802915}, 'southwest': {'lat': 45.4086507697085, 'lng': 11.9062555197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Roadhouse Grill,{'open_now': True},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102343448010884697395"">Mauro Barbero</a>'], 'photo_reference': 'ATKogpfI08i0qkVkrNHJMzGsN2AAIiZNCE1p_EZDpL8oz_TsZ9dojyWUtofwnXTZ3YHOoqihtOFUjlIfpMiG_Qx5-fqitRG7n8n773ff610VYwoDgR25j0AZdxgrd60wU8ah87ai-KFjh46jZfvrXhKCeE-HFk4Vo8TAJ5Wc2VCublLS7SV0_sl0gcPOBO8sUZRRIDQFhD0v77IZ6FqCev2p7KY4DUmrncOLHnCWvKYgDPtDezf8oSLKKlTsKzbn4R1NOiyPKqRaWR0f024v5nTdsrvBevPea2Ao7Tc8dlOiApCUfy2rAPT12CJaBcHMUEi8S-CkfrtilX0daB-2V_shiM3Q9H5XbMrI5-U8-OjcXTpqAsKep576imVkLYVFTz6nS-m2s4HiZPqrOw5fLjUqc_d9dYpbtlvigNlEA8H__mPRtBaE-8lFKxDGHz1W6imxnB7FLiP821bn5aPouAXNqvm_9fgtDRAv5UItkHt2GwvRvVQhGH2izjwFCaOTno_oOKxI4UwQNJP-DO4yPhmO3Kr231RY2bHd3TTeEU-yKH3ZrmPL65MOkoASpQVcLolIkgQrWLkvQHDJXvF5bN9ulug6EUb_2iUVfJxArAcfZL0FR8evOcVWyUtJBsy9o_UhcistUAPW', 'width': 3468}]",ChIJv0mh_OvafkcRUbLYYKnV7Kk,"{'compound_code': 'CW54+XX Padua, Province of Padua, Italy', 'global_code': '8FQHCW54+XX'}",3.7,ChIJv0mh_OvafkcRUbLYYKnV7Kk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",4487.0,"Via Pietro Donà, 2, Padova",2.0,
352,OPERATIONAL,"{'location': {'lat': 45.4087697, 'lng': 11.9093257}, 'viewport': {'northeast': {'lat': 45.41001088029149, 'lng': 11.9105655302915}, 'southwest': {'lat': 45.4073129197085, 'lng': 11.9078675697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gandhi 2|Ristorante Indiano|Padova,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115646126937847635614"">Gandhi 2|Ristorante Indiano|Padova</a>'], 'photo_reference': 'ATKogpddA_RmhLLIq4g256SBxiTnIC-gZx5HxF8vwZP8rgYzR6fbYTJtaS1elzEGLm58ts8SoDyW_YucZdav9f3_NBe64RqMtofgv1nYY5ZT6nYy5Ap73nK2A1TH5Z7zEi7euLaeauQNZxfiMNbcpVXqS635QtCbXNOc4-Qrmqal-YIsUoVAk1qisRuy8Ml12A73ZZbb4u8_u5cq7yUcoX7viKhXWSPk8_ZqiRLk7Dq3ObYD9KgSCyGxEHGDmeT8njf3kf3NxJpVAYjfg3A8UP7HmIJYOZ547syFvJ-ZsYi7W13G1LYS7KY6vGfFYAjdc9ZHkHRPojJLo0k', 'width': 1280}]",ChIJJ1UsXlTFfkcR-1HMi_Q7CGQ,"{'compound_code': 'CW55+GP Padua, Province of Padua, Italy', 'global_code': '8FQHCW55+GP'}",4.4,ChIJJ1UsXlTFfkcR-1HMi_Q7CGQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",443.0,"Via Pietro Donà, 13, Padova",,
353,OPERATIONAL,"{'location': {'lat': 45.4084107, 'lng': 11.9120366}, 'viewport': {'northeast': {'lat': 45.40974283029149, 'lng': 11.9133871302915}, 'southwest': {'lat': 45.40704486970849, 'lng': 11.9106891697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Umami,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111562888652689964564"">Abbis Ambrosius</a>'], 'photo_reference': 'ATKogpfAXlzXOenXdsPJqOOjM8NK_SlCzukpyvLyZTTU_1BlZKpezeh4JJHHHEylPhcKEM0eaw5LEgyBRx58G9o0DX08Sdit3hqFhp-3w1Ldbp5-V_q3PzS2mU84SlwDC4gZitb30Su4GGdf77tZjL486Wl2n9NzrdmUZdp6PiavQOwYD_IOtwJV4sBQBvLWoxcb52OR3oNfG6GOBwlmtPBSWL_6r_AivQ5-r8yLWgLQzX-TCJvmSKXxahWqnn7AoPyfQTrC7GuINhQWhV43eWyMgc8VBojpe1xeaQd7gslZx-_zzQXoyAFAe6kOSjGNEQ-_jL9XV9JMUF7thBBl5ohCDSpuEIDjcb15G6uDkyH1mXjtMNHB04hpeVaBKRuLmbirGVmhK0gfyrKfeXdFR1kXwkiYjCWec4wTKeJ3gF2a9bHtXgYB9yIJ2vj1bTz9md0BDeV2XQwYw951YoWsUkRTaYHdz0nOJCjyPxTDd43B8FRwPmyPLorf8fJnuWHmXk6fy8Yfs1ZsnbKQ15rqwnis_s7vNMtlCjg0ZKTWVax9KMAQJqSX_tlDSTwge8uldFGh7_ujKUzYJ_JzBQZrcEvldlhCIAWULbNw9jKpDz2PynVNFmDR31aYUt56ganU83ce5QtoAA', 'width': 4000}]",ChIJgSadvenafkcR6jGySozm-kA,"{'compound_code': 'CW56+9R Padua, Province of Padua, Italy', 'global_code': '8FQHCW56+9R'}",4.5,ChIJgSadvenafkcR6jGySozm-kA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",166.0,"Via Giacinto Andrea Longhin, 57, Padova",2.0,
354,OPERATIONAL,"{'location': {'lat': 45.4096821, 'lng': 11.9039446}, 'viewport': {'northeast': {'lat': 45.4109247302915, 'lng': 11.9053852802915}, 'southwest': {'lat': 45.40822676970851, 'lng': 11.90268731970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Old Wild West,{'open_now': True},"[{'height': 999, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114821454813543669786"">Old Wild West - Padova</a>'], 'photo_reference': 'ATKogpebtWKuE6MrLCMc0LvAwK_5s-PteicmiAUzTbOSc3tCsApZhbNLrHlKr7NrBdsclyBeT4ua5-w0tumesvKgfBYAbXNBYQEs7T2ZcXlPKQV75m-gbCI6bX0R8c7BXDGPXBzyx3QByxxM54MoWJquAv4B2ONkQX7CJKF1_evKk-7bljsrxZ1Kf_hrWj3JjNQHe8oWxdLKy0Z-sNzghXEPnjhuWkP41k521eX_rJ_ByHisKnvMxwhAXnqoTVT-E1OfVF_7CM4UYX2d9fW70AUy6OtEo1veLz_q2onuPi806F9JuKSH2bO_B_uzwZ81YPqv0GfcOsFVcv0', 'width': 1776}]",ChIJVU2Yg-7afkcRSBZv9UwzYQ4,"{'compound_code': 'CW53+VH Padua, Province of Padua, Italy', 'global_code': '8FQHCW53+VH'}",4.0,ChIJVU2Yg-7afkcRSBZv9UwzYQ4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3928.0,"Via Venezia, 51/a, Padova",2.0,
356,OPERATIONAL,"{'location': {'lat': 45.4116599, 'lng': 11.9096373}, 'viewport': {'northeast': {'lat': 45.41300888029149, 'lng': 11.9109862802915}, 'southwest': {'lat': 45.41031091970849, 'lng': 11.9082883197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,caturrita,,,ChIJK5z93ATbfkcR0_trF1D0wKo,"{'compound_code': 'CW65+MV Padua, Province of Padua, Italy', 'global_code': '8FQHCW65+MV'}",,ChIJK5z93ATbfkcR0_trF1D0wKo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Venezia, Padova",,
357,OPERATIONAL,"{'location': {'lat': 45.41166399999999, 'lng': 11.9076437}, 'viewport': {'northeast': {'lat': 45.41301728029151, 'lng': 11.9089896802915}, 'southwest': {'lat': 45.41031931970851, 'lng': 11.9062917197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,I Love Poke Padova,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115483116478481844754"">Ermes Tuon</a>'], 'photo_reference': 'ATKogpfF9wZdB5WHOoUnI_xkOOaiTpevtcLWde70ZRbP9XEjANShZwYeMZ2jqxEoY40YnN09NKjFb6HSpDhxA-LGpq3Aop9eA-F7JxIbaT9T3vuGeKM-dyqe_qyG5tGhugQyQYXarH4ZbBnQ7HKaMgASuV1HZ_hlcB_QE9hdKwV_-miWOq0MvBSSyhAvSoSCtTK1oNMhrLBgX6VtWGHQ4CjJw2VqohkzyOL7iSL3VHQHy7efWehqzZqeEgPygmGj5L0_-IbafxDkDuX42_mi54GXKTlUP-jxbdhjjSs96r7lV16u6Un7kK-3_GOF7tiehRXbohZEkzWJ5C5GWwOi8j7Pf7-pQ-b0iUWOAuppLXPMCYoM0iSZLQnBGtI7pRU6_7fuD3XPAHocEHoe4oQ7RgSt6xMgwRUkKlvcbt3hQI-4ektJ3kuGY3PcQJgfUKA0gqthJVEo__77qFSqwBCP6akgYMp_FtBVL2WL_DmDEmI1PpJukpDP4-WNBi77EsC1BejnWoVZjGAiQ6cysRMC1ajjs0OBfiKmY9wirQlctqS2Qdnae2axG4T_0yXdyjSnBss6ChZ4JAIVzlyQy_B3kvb5WikEUcGLCboQv1FblW3oPqB-1BFMBaAg2xc4NCwgg8H7UshtRw', 'width': 4032}]",ChIJ1ds0f3bbfkcRRyuzcDOhNVw,"{'compound_code': 'CW65+M3 Padua, Province of Padua, Italy', 'global_code': '8FQHCW65+M3'}",4.0,ChIJ1ds0f3bbfkcRRyuzcDOhNVw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",305.0,"Via Venezia, 61, Padova",2.0,
358,OPERATIONAL,"{'location': {'lat': 45.4116422, 'lng': 11.9073793}, 'viewport': {'northeast': {'lat': 45.4129577302915, 'lng': 11.9089812802915}, 'southwest': {'lat': 45.4102597697085, 'lng': 11.9062833197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Risto-bar CON SAPORE CONAD,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111101744084629837492"">Marco Tedesco (Devil)</a>'], 'photo_reference': 'ATKogpcr2EnO2Yaq0m2DjKt1t24I3PxunL6Suh_Qd9k6fjbkOSfmKMNmQmwLtvnzgjwkLliYdfyEX-bbIQkQhtZAY24UbANKCrr66AakQilCApzqfvel3ypE_N3eJozx9YaGe4h6cqiVQDC1yVmuGekGBqY_WRuH9B2kIVaiTRyR3BoX_90YDp-FfBY9J5Cjs2pwrh9Q68-jzQW3QngkhVqiuAmUi6FgO7x4MZXNcaAWMGbau4lV8M2lb7sDuz-F6Q991mIM6DwQV_4XOtXOWYtSR264AFSgqGKu2wsy-0e0y0qQ2d5NVyZrybxsaXpBwGX5uIVDXGq7DB_MW7NQMfu8MfxnBE9SwTnOMooexeghxyAH4Fu1uZUrBajEVmfFalduzKGLepdQMn3ya1YzLcOdTghMlSSNRlJEv68pW8Bf62A6T7O4erBuMdLiwOYmFAB84qXPv3VwFxweGCK3rIBuIU60_fdif0HrAXX8ONC8QRrttC-PdvKCW_hrzqE2Pl4Ji2q7X2hqTJmXysNh0mn6-OJ2k-5Ojt3JXL3tljbKYdmnMIyyUlyhliMmkV7eRLFeUZOomnA7zdDqOMOCIz1IDh6jPn4hkq2xMgrw1l7FE-v-prrIDI8ch3Zv9fE-1Vsl9us-0WIwYv6BqLfuWlYF_1l37fo', 'width': 4032}]",ChIJ9Y-PJ1_bfkcR5HCnRZNOdSM,"{'compound_code': 'CW64+MX Padua, Province of Padua, Italy', 'global_code': '8FQHCW64+MX'}",3.7,ChIJ9Y-PJ1_bfkcR5HCnRZNOdSM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",20.0,"Via Venezia, 61, Padova",,
359,OPERATIONAL,"{'location': {'lat': 45.4098829, 'lng': 11.9075144}, 'viewport': {'northeast': {'lat': 45.4113477802915, 'lng': 11.9089140302915}, 'southwest': {'lat': 45.4086498197085, 'lng': 11.9062160697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Billy Tacos - Padova,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106820721550471986788"">Elena Garzaro</a>'], 'photo_reference': 'ATKogpe4I3RN5-tHWx5r94GO0mHd0S192ipQVYc1xvMIa93l36A4jP3GbYcHgZ3UI_72KD2d8LbTJ0dGpolTacYfsCnekVusmLF0pskqm7dLND1MiiouDa1KRYFZNLiHp7FMFqzDBCv-gIwqGUVmwrkEFaWnG2F5cgwdMbRKdcDbaxoPQdTKS2cCCwMOCq4g4RjEel_5uq4HsCxXTNZE8NZ59flWK63Dlnx0j4oDAgVdZAwq58ATtf6bFKbi-0H5E5h_g6toWPBxEA_zdV2NpsphYBQp3mTEwl2bsvfYDJEppz6M0Tj0Qhc5a2N4dLY-DcVWSWkCTZJVfvxcoo9pev40TjLyqVTdHZmfNkr4Gw26dBcv_wywQLJWa6dkhrNMFqClafqr1lxmuuT-0AomeQvfHtr289hgMpLHRIQL-PA964-L0GyUgl_TAC306V94jBBlmv4J3RSdIA7uADfe5ZNW950jzhM2BP9DJ2Gbu1V9ZWWpzGE_116at9y5p5fy8oWBEWMpv6r42P6Qv7szjQHnZAOZSysarAPhwtPJk58XGMcz8VBBqfwZK47HRe_AR2G5zzKnuRu1D2l9NA12XyzHsxWKog8WmpFaTq8fIb3BcPc4eVL8kdnGAun3q64KHlIU', 'width': 4160}]",ChIJf9PZYIvbfkcRAKDqU_rFeYw,"{'compound_code': 'CW55+X2 Padua, Province of Padua, Italy', 'global_code': '8FQHCW55+X2'}",3.0,ChIJf9PZYIvbfkcRAKDqU_rFeYw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",96.0,"Via Pietro Donà, 2, Padova",,
360,OPERATIONAL,"{'location': {'lat': 45.4112512, 'lng': 11.9067117}, 'viewport': {'northeast': {'lat': 45.4125923302915, 'lng': 11.9080474302915}, 'southwest': {'lat': 45.4098943697085, 'lng': 11.9053494697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Piadarola,,"[{'height': 4731, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112006507552225060475"">Daniele Cucchi</a>'], 'photo_reference': 'ATKogpdh5Bk7s2_qHcu0PSdeWeZ0XOsVfS3rWWRXKQef0zCN4uk1br2rTrk2gNUzUBpboFqkj5JL0Cg8E2v1UF9Y0ve31tRyVxqhuFt3hICXGvrMfCtD3guMP1IbzrwfOCnBhSD5Wc_IJnr6ZR5fTq8gHZP66AeEY2mhYvtPj-QJEU_8eQK5JO_BX74b4oSmxMWrWpeZLOtpBgD-Wgm4LYvTJxW8DEwTsbPhvwRd0OR5EtgK_aN5EmBo5WknHtmL6IJTI9aXrxleNoQnL9MRP4q-hipZ7wBs3PMgk3U9OKmMrqtUuhdOZ0lqHx44P5Z3PCxWzSd1zPEiVxmpiqxAX92LJJpAKFQDqVhZW8605DyfDfPlvQlkSOlmzeJJcF8xL9hlaQlAs2lh_2FVFoQzYBbEoR_RDdcLT7O-vHUojWY28aVonT55I8_uJMKcrkMVpbvMmFbAyydHqwyobN1GdoCHtaGBUEQm_cySQoQiZEVkEpvqMqNsgZEZKX8HMxmgUkV5l494C4qOU-Un8Z6U98kTPwAEABL1vhIbFHGDDyxP7JsZ6BdJQF7MrtW4uXk4vZKCe23EoKoAW4GMYb8Td5qBp6TY7eB4wcF_slKlTZM_hX_YfUgN8OTCMpTHu9Rnuid8ggK5-Lob', 'width': 4015}]",ChIJIfYWnxXbfkcR5jU_g8_CZEQ,"{'compound_code': 'CW64+GM Padua, Province of Padua, Italy', 'global_code': '8FQHCW64+GM'}",4.1,ChIJIfYWnxXbfkcR5jU_g8_CZEQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",46.0,"Via Venezia, 61, Padova",,
361,OPERATIONAL,"{'location': {'lat': 45.41226320000001, 'lng': 11.9100977}, 'viewport': {'northeast': {'lat': 45.4134714302915, 'lng': 11.9115627302915}, 'southwest': {'lat': 45.4107734697085, 'lng': 11.9088647697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Yama Sushi Padova,{'open_now': True},"[{'height': 1770, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116910479538304330641"">Yama Sushi Padova</a>'], 'photo_reference': 'ATKogpe7Y3wblKxL80J65WBgeoQq0Rn8HqSMokvvMknY5jE0DKc9nI-WipSs1Ed5NY0rB1Q_n-AY3MTjPnxWp4B0ysfe3rHgYitBkL4MvW9gFIGidJb6S2NXQxTxA50AcQzqE_aHIaUIljQLbwTRhvU1NLy3L1m-5ydO658-vmnIIPqCy-71g1-c1FB4aSJvL5kXvMAE_fgqBenI-knfVSLN9tqTrPl2m--wb5GHUWgLTk77Bn98Zw5Xv6UnVfQVbK1bnYqzAW3XrWJuLPU2Trco629L-dr59-EZEn5XyoZIH6VP_D-km77pfesXiZ2ywDWLfe3X0lnTIis', 'width': 3144}]",ChIJLa3j_rDbfkcRApbTngSgAJM,"{'compound_code': 'CW66+W2 Padua, Province of Padua, Italy', 'global_code': '8FQHCW66+W2'}",4.3,ChIJLa3j_rDbfkcRApbTngSgAJM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2288.0,"Via Venezia, 65, Padova",2.0,
362,OPERATIONAL,"{'location': {'lat': 45.4097089, 'lng': 11.9106304}, 'viewport': {'northeast': {'lat': 45.4111001802915, 'lng': 11.9119421302915}, 'southwest': {'lat': 45.4084022197085, 'lng': 11.9092441697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Caffè Carlotta da Lele e Ricky,{'open_now': False},"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104722967786376393295"">Marko Jurkovic</a>'], 'photo_reference': 'ATKogpcoHtABGpbC5ejCFvU5yXXpCNwFGs2fd0frbP52c6KQt7O3b90YLf1q378PqI1JpFOx7QxyYzrlXrd_vTI2x9SKI9TyZghxz4xjjctWT9XhRXlREelLDbCGP00TcsxHgqUrDPvJJKsrwCP-nw8j5KXi-nYdfGtE9QbmI8dK3M_9QGNnNJLJGUuqJ7toEuWcUJfvmkrKMtlvyWKjbUWjVnja32ZuS6HdZrhBGVpvkE7VAAvJmw9EkhgPhm9rHAw2vTEcoaH2NYJU0dYL92ddxFrq--GYiyJWf8SwcrhZfJr8UqwBSK6uzHtKE9Fyk6stlf6wKhNIo-rmzr02Jq75ogYn9dOOJ57LoedIiO87GO90vIRiq-oJFJiB-E3KLGDYg-G-Dj6Bq4FR5BbWCE6vPQqDUuzH47gsxwJ6IYAx3sFm8W_LzHzvQ89sHGHsJtUspwkE9MgAuuljlHlvu8_FXk6NN-jdwBZPDordKPrRLkCdEaRF9th1qari0JtEec5MfQ3Zkr5HbpTtptH58rM3YeN1YbE1gl1u0UrLQSplKdgSQ1BLWvEiw7TzyEgz0AdXnCKVWXP3VBwddyZFQcK8iq4Jpy-Fby1-EPV9sVoa4wHJPFfOtZ5THsF5T88wKY_TEzawHw', 'width': 4000}]",ChIJd-IxJerafkcRAFWRjtxl1Wk,"{'compound_code': 'CW56+V7 Padua, Province of Padua, Italy', 'global_code': '8FQHCW56+V7'}",4.3,ChIJd-IxJerafkcRAFWRjtxl1Wk,GOOGLE,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",197.0,"Via della Croce Rossa, 44, Padova",2.0,
